reactor -5.285502 1950.372559 0.125000 0.000000 -89.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
overmind 2268.270508 2385.904785 143.125000 0.000000 135.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode -2767.622803 2287.345459 132.125000 0.000000 -1.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
arm -2256.000000 2192.000000 139.425003 0.000000 -90.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode -2256.441406 2267.513672 132.125000 0.000000 -2.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode -263.843506 1859.862671 0.125000 0.000000 176.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode 266.029633 2101.243164 4.125000 0.000000 1.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
eggpod 2342.734375 2141.579590 308.516083 0.000000 -49.000000 -180.000000 0.000000 0.242536 -0.970142 0.000000 0.000000 0.000000
leech 2247.269531 2407.587891 294.875000 0.000000 163.000000 -180.000000 0.000000 0.000000 -1.000000 0.000000 0.000000 0.000000
eggpod 2365.508301 2317.204590 313.819946 0.000000 176.000000 -180.000000 -0.000000 -0.242536 -0.970142 0.000000 0.000000 0.000000
eggpod 2400.274902 2148.189697 310.168549 0.000000 -110.000000 -180.000000 0.000000 0.242536 -0.970142 0.000000 0.000000 0.000000
eggpod 2352.003418 2183.496826 318.995331 0.000000 -26.000000 -180.000000 0.000000 0.242536 -0.970142 0.000000 0.000000 0.000000
arm -16.618118 1852.365479 7.425003 0.000000 156.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
eggpod 2352.346680 2231.878418 331.090729 0.000000 -60.000000 -180.000000 0.000000 0.242536 -0.970142 0.000000 0.000000 0.000000
eggpod 2408.420654 2185.391846 319.469086 0.000000 -114.000000 -180.000000 0.000000 0.242536 -0.970142 0.000000 0.000000 0.000000
eggpod 2352.851562 2274.150391 324.583435 0.000000 -41.000000 -180.000000 -0.000000 -0.242536 -0.970142 0.000000 0.000000 0.000000
medistat -27.937592 1757.430054 -3.875000 0.000000 177.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
drill -280.230835 1932.692383 11.125000 0.000000 -137.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode -2779.280029 1547.171265 132.125000 0.000000 -90.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
eggpod 2297.502686 2007.240356 304.875000 0.000000 -160.000000 -180.000000 0.000000 0.000000 -1.000000 0.000000 0.000000 0.000000
eggpod 2404.330322 2227.058594 329.885803 0.000000 -124.000000 -180.000000 0.000000 0.242536 -0.970142 0.000000 0.000000 0.000000
eggpod 2396.417725 2267.254150 326.307556 0.000000 -153.000000 -180.000000 -0.000000 -0.242536 -0.970142 0.000000 0.000000 0.000000
eggpod 2399.831787 2310.403564 315.520203 0.000000 -174.000000 -180.000000 -0.000000 -0.242536 -0.970142 0.000000 0.000000 0.000000
arm -2944.024902 1932.015015 75.425003 0.000000 -103.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
drill -2482.139648 924.979980 143.125000 0.000000 -115.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
arm -2448.275146 994.078125 139.425003 0.000000 180.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode -2371.568848 939.134644 132.125000 0.000000 -92.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
drill -327.261353 23.459473 15.125000 0.000000 -7.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
arm -356.419556 108.326500 3.425003 0.000000 -4.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode -340.942566 191.763443 4.125000 0.000000 -2.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode 1122.862061 56.645477 68.125000 0.000000 -2.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
arm 1100.031494 149.316895 67.425003 0.000000 -17.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode 1615.578857 1360.744507 132.125000 0.000000 90.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
arm 1704.196289 1355.944214 139.425003 0.000000 83.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
eggpod 2504.940430 2408.269287 304.875000 0.000000 78.000000 -180.000000 0.000000 0.000000 -1.000000 0.000000 0.000000 0.000000
eggpod 2504.625488 2377.915039 304.875000 0.000000 86.000000 -180.000000 0.000000 0.000000 -1.000000 0.000000 0.000000 0.000000
leech 2930.959717 1540.061279 148.125000 0.000000 -34.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
booster 2506.686035 2392.820801 137.125000 0.000000 91.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
